Year,Weight grams,Length mm,Nesting area,days_alive,Initial_Mass g,interval_days,Initial_length mm,NDVI,Mean_Temp C,Rain cm
2016,253.0,111.0,El Chato 2,439.0,282.6,42.0,111.0,8555.354911,26.1862,0.255
2016,247.6,111.0,El Chato 2,453.0,253.0,14.0,111.0,8555.354911,26.1862,0.255
2015,79.6,76.77,El Chato 2,73.0,90.7,56.0,76.77,8291.982143,26.35,26.775
2015,94.6,76.93,El Chato 2,86.0,79.6,13.0,76.77,8291.982143,26.35,26.775
2015,94.6,79.46,El Chato 2,102.0,94.6,16.0,76.93,8111.767857,25.44,23.885
2015,105.6,81.8,El Chato 2,114.0,94.6,12.0,79.46,8111.767857,25.44,23.885
2015,119.6,83.7,El Chato 2,130.0,105.6,16.0,81.8,7513.200893,25.38,4.165
2015,123.6,84.5,El Chato 2,142.0,119.6,12.0,83.7,7513.200893,25.38,4.165
2015,119.6,86.55,El Chato 2,169.0,123.6,27.0,84.5,6966.941964,24.39,2.125
2015,119.8,86.84,El Chato 2,197.0,119.6,28.0,86.55,6681.571429,22.64,0.85
2015,125.7,88.0,El Chato 2,219.0,119.8,22.0,86.84,5799.017857,22.73,2.465
2015,142.4,88.0,El Chato 2,233.0,125.7,14.0,88.0,5799.017857,22.73,2.465
2015,139.2,89.0,El Chato 2,248.0,142.4,15.0,88.0,5321.997768,23.53,2.295
2015,138.6,89.0,El Chato 2,261.0,139.2,13.0,89.0,5321.997768,23.53,2.295
2015,150.3,90.0,El Chato 2,283.0,138.6,22.0,89.0,5139.256696,24.2,29.75
2015,154.1,91.0,El Chato 2,295.0,150.3,12.0,90.0,5139.256696,24.2,29.75
2016,194.0,97.0,El Chato 2,346.0,154.1,51.0,91.0,6440.684152,25.4762,9.86
2016,193.0,99.0,El Chato 2,373.0,194.0,27.0,97.0,7621.75,27.0524,15.81
2016,228.2,105.0,El Chato 2,421.0,193.0,48.0,99.0,7862.517857,27.8532,0.51
2016,205.1,105.0,El Chato 2,463.0,228.2,42.0,105.0,8555.354911,26.1862,0.255
2016,201.2,105.0,El Chato 2,477.0,205.1,14.0,105.0,8555.354911,26.1862,0.255
2016,232.7,105.0,El Chato 2,511.0,201.2,34.0,105.0,8287.866071,23.8626,0.765
2016,225.4,105.0,El Chato 2,528.0,232.7,17.0,105.0,7992.175223,22.3052,0.68
2016,201.3,105.0,El Chato 2,547.0,225.4,19.0,105.0,7311.632254,22.3052,1.615
2016,228.0,105.0,El Chato 2,567.0,201.3,20.0,105.0,7311.632254,22.3052,1.615
2016,250.9,105.0,El Chato 2,590.0,228.0,23.0,105.0,6651.130266,21.9228,0.85
2016,251.6,106.0,El Chato 2,603.0,250.9,13.0,105.0,6651.130266,21.9228,0.85
2016,236.5,106.0,El Chato 2,616.0,251.6,13.0,106.0,6492.170619,21.9438,0.425
2016,210.0,106.0,El Chato 2,630.0,236.5,14.0,106.0,6492.170619,21.9438,0.425
2016,200.0,106.0,El Chato 2,645.0,210.0,15.0,106.0,6794.94873,21.54,0.731
2016,235.0,106.0,El Chato 2,658.0,200.0,13.0,106.0,6794.94873,21.54,0.731
2016,224.0,106.0,El Chato 2,686.0,235.0,28.0,106.0,7755.049386,21.9728,1.547
2017,228.9,106.0,El Chato 2,709.0,224.0,23.0,106.0,5342.927316,25.2,3.742635
2017,250.0,106.0,El Chato 2,728.0,228.9,19.0,106.0,5342.927316,25.2,3.742635
2017,278.0,108.0,El Chato 2,749.0,250.0,21.0,106.0,6653.929967,24.95,7.797475
2017,303.5,109.0,El Chato 2,764.0,278.0,15.0,108.0,8209.857143,26.6852,13.8312
2017,329.2,113.0,El Chato 2,778.0,303.5,14.0,109.0,8209.857143,26.6852,13.8312
2017,333.6,113.0,El Chato 2,799.0,329.2,21.0,113.0,7689.276786,26.6832,3.907535
2017,389.0,120.0,El Chato 2,833.0,333.6,34.0,113.0,6755.6875,25.6598,2.6435
2017,399.6,121.0,El Chato 2,848.0,389.0,15.0,120.0,6755.6875,25.6598,2.6435
2017,368.7,122.0,El Chato 2,875.0,399.6,27.0,121.0,5921.4375,24.08,1.4705
2017,402.0,123.0,El Chato 2,913.0,368.7,38.0,122.0,5048.429583,21.384,3.227195
2017,416.4,123.0,El Chato 2,932.0,402.0,19.0,123.0,5048.429583,21.384,3.227195
2017,381.6,123.0,El Chato 2,952.0,416.4,20.0,123.0,5397.760917,21.0506,1.666
2017,395.6,123.0,El Chato 2,966.0,381.6,14.0,123.0,5397.760917,21.0506,1.666
2017,405.0,123.0,El Chato 2,982.0,395.6,16.0,123.0,5840.598772,21.5574,0.9095
2017,383.0,123.0,El Chato 2,1009.0,405.0,27.0,123.0,6560.829799,21.8854,2.0145
2017,404.0,123.0,El Chato 2,1025.0,383.0,16.0,123.0,6560.829799,21.8854,2.0145
2018,398.0,125.0,El Chato 2,1073.0,411.0,12.0,125.0,5950.932478,25.82638889,1.090909091
2018,383.0,125.0,El Chato 2,1093.0,398.0,20.0,125.0,5950.932478,25.82638889,1.090909091
2018,499.0,132.0,El Chato 2,1197.0,511.0,27.0,132.0,7152.964286,25.12299465,2.545454545
2018,497.0,132.0,El Chato 2,1214.0,499.0,17.0,132.0,7152.964286,25.12299465,2.545454545
2018,520.0,133.0,El Chato 2,1234.0,497.0,20.0,132.0,6999.125,23.25416667,0.75
2018,473.0,133.0,El Chato 2,1249.0,520.0,15.0,133.0,6330.375,23.01209677,1.3
2018,442.0,134.0,El Chato 2,1278.0,473.0,29.0,133.0,5742.324079,21.82795699,5.294117647
2018,533.0,134.0,El Chato 2,1316.0,442.0,38.0,134.0,5269.600446,22.06319444,1.043478261
2018,570.0,136.0,El Chato 2,1346.0,533.0,30.0,134.0,5214.430246,23.10833333,0.214285714
2018,598.0,137.0,El Chato 2,1376.0,570.0,30.0,136.0,4944.286272,23.10294118,2.590909091
2018,603.0,139.0,El Chato 2,1409.0,598.0,33.0,137.0,4897.866071,24.36424731,11.5
2019,692.0,144.0,El Chato 2,1437.0,603.0,28.0,139.0,8173.943359,25.25201613,21.0
2019,692.0,144.0,El Chato 2,1437.0,692.0,28.0,144.0,8173.943359,25.25201613,24.81818182
2019,733.0,149.0,El Chato 2,1471.0,692.0,34.0,144.0,7582.127148,26.61755952,12.10714286
2019,730.0,149.0,El Chato 2,1498.0,733.0,27.0,149.0,7583.988672,27.74865591,0.45
2019,797.0,154.0,El Chato 2,1526.0,730.0,28.0,149.0,7602.703125,26.67152778,9.833333333
2019,863.0,157.0,El Chato 2,1618.0,912.0,28.0,157.0,8141.865625,22.34274194,1.5
2019,789.0,159.0,El Chato 2,1659.0,863.0,41.0,157.0,8195.229688,21.55981183,3.923076923
2019,795.0,159.0,El Chato 2,1681.0,789.0,22.0,159.0,7229.021875,21.33680556,1.166666667
2019,832.0,159.0,El Chato 2,1709.0,795.0,28.0,159.0,6810.3,21.72580645,6.964285714
2019,900.0,160.0,El Chato 2,1745.0,832.0,36.0,159.0,6534.45,22.80138889,0.0
2019,882.0,160.0,El Chato 2,1772.0,900.0,27.0,160.0,5633.598438,24.06384409,5.739130435
2020,926.0,161.0,El Chato 2,1802.0,882.0,30.0,160.0,6151.146875,25.25873656,9.352941176
2020,1010.0,166.0,El Chato 2,1835.0,926.0,33.0,161.0,8167.35,27.01795977,11.0
2020,1033.0,169.0,El Chato 2,1864.0,1010.0,29.0,166.0,8630.2,28.00970874,3.696428571
2020,1245.0,174.0,El Chato 2,1991.0,1195.0,22.0,174.0,7576.455609,21.91196237,0.444444444
2020,1105.0,174.0,El Chato 2,2023.0,1245.0,32.0,174.0,6600.525797,20.85551075,0.6
2020,1125.0,174.0,El Chato 2,2053.0,1105.0,30.0,174.0,6240.468884,20.93819444,1.7
2020,1245.0,174.7733333,El Chato 2,2086.0,1125.0,33.0,174.0,5792.942188,21.7130898,0.9
2020,1165.0,174.7733333,El Chato 2,2111.0,1245.0,25.0,174.773,5329.952734,22.53472222,0.9
2020,1165.0,174.7733333,El Chato 2,2136.0,1165.0,25.0,174.773,5118.832813,23.54704301,2.485714286
2021,1145.0,177.8666667,El Chato 2,2171.0,1165.0,35.0,174.773,7568.907813,25.58198925,6.0
2021,1295.0,180.1866667,El Chato 2,2198.0,1145.0,27.0,177.867,8554.260938,26.29613095,37.9
2021,1314.0,180.96,El Chato 2,2223.0,1295.0,25.0,180.187,8698.2,25.76008065,12.4
2021,1444.0,188.6933333,El Chato 2,2254.0,1314.0,31.0,180.96,8458.8875,26.62152778,1.4
2021,1544.0,189.4666667,El Chato 2,2290.0,1444.0,36.0,188.693,8566.2,25.70955882,0.0
2021,1694.0,193.3333333,El Chato 2,2324.0,1544.0,34.0,189.467,7106.50498,23.88404727,0.4
2021,1794.0,197.2,El Chato 2,2353.0,1694.0,29.0,193.333,5499.779688,22.67204301,1.024390244
2021,1794.0,201.0666667,El Chato 2,2390.0,1794.0,37.0,197.2,4736.25542,23.3,0.857142857
2021,1794.0,201.0666667,El Chato 2,2408.0,1794.0,18.0,201.067,4705.43667,22.7,1.3
2021,1744.0,201.0666667,El Chato 2,2486.0,1794.0,78.0,201.067,5947.389941,22.8,0.3
2015,150.1,91.39,El Chato 2,87.0,111.6,56.0,84.65,8291.982143,26.35,26.775
2015,162.1,93.45,El Chato 2,100.0,150.1,13.0,91.39,8291.982143,26.35,26.775
2015,175.1,96.11,El Chato 2,116.0,162.1,16.0,93.45,8111.767857,25.44,23.885
2015,179.1,97.98,El Chato 2,128.0,175.1,12.0,96.11,8111.767857,25.44,23.885
2015,183.1,99.6,El Chato 2,144.0,179.1,16.0,97.98,7513.200893,25.38,4.165
2015,203.1,100.8,El Chato 2,156.0,183.1,12.0,99.6,7513.200893,25.38,4.165
2015,213.1,101.76,El Chato 2,183.0,203.1,27.0,100.8,6966.941964,24.39,2.125
2015,216.1,102.0,El Chato 2,211.0,213.1,28.0,101.76,6681.571429,22.64,0.85
2015,203.5,103.0,El Chato 2,233.0,216.1,22.0,102.0,5799.017857,22.73,2.465
2015,238.5,104.0,El Chato 2,247.0,203.5,14.0,103.0,5799.017857,22.73,2.465
2015,229.0,104.0,El Chato 2,262.0,238.5,15.0,104.0,5321.997768,23.53,2.295
2015,224.6,105.0,El Chato 2,275.0,229.0,13.0,104.0,5321.997768,23.53,2.295
2015,248.2,106.0,El Chato 2,297.0,224.6,22.0,105.0,5139.256696,24.2,29.75
2015,251.8,108.0,El Chato 2,309.0,248.2,12.0,106.0,5139.256696,24.2,29.75
2016,331.0,119.0,El Chato 2,360.0,251.8,51.0,108.0,6440.684152,25.4762,9.86
2016,396.0,124.0,El Chato 2,387.0,331.0,27.0,119.0,7621.75,27.0524,15.81
2016,420.7,128.0,El Chato 2,435.0,396.0,48.0,124.0,7862.517857,27.8532,0.51
2016,358.2,128.0,El Chato 2,477.0,420.7,42.0,128.0,8555.354911,26.1862,0.255
2016,355.3,128.0,El Chato 2,491.0,358.2,14.0,128.0,8555.354911,26.1862,0.255
2016,408.9,128.0,El Chato 2,525.0,355.3,34.0,128.0,8287.866071,23.8626,0.765
2016,419.3,128.0,El Chato 2,542.0,408.9,17.0,128.0,7992.175223,22.3052,0.68
2016,424.7,128.0,El Chato 2,561.0,419.3,19.0,128.0,7311.632254,22.3052,1.615
2016,418.0,128.0,El Chato 2,581.0,424.7,20.0,128.0,7311.632254,22.3052,1.615
2016,424.2,128.0,El Chato 2,617.0,418.0,36.0,128.0,6651.130266,21.9228,0.85
2016,393.3,128.0,El Chato 2,630.0,424.2,13.0,128.0,6492.170619,21.9438,0.425
2016,366.0,128.0,El Chato 2,644.0,393.3,14.0,128.0,6492.170619,21.9438,0.425
2016,337.0,128.0,El Chato 2,659.0,366.0,15.0,128.0,6794.94873,21.54,0.731
2016,395.0,128.0,El Chato 2,672.0,337.0,13.0,128.0,6794.94873,21.54,0.731
2016,407.0,128.0,El Chato 2,700.0,395.0,28.0,128.0,7755.049386,21.9728,1.547
2017,394.4,128.0,El Chato 2,723.0,407.0,23.0,128.0,5342.927316,25.2,3.742635
2017,399.0,128.0,El Chato 2,742.0,394.4,19.0,128.0,5342.927316,25.2,3.742635
2017,396.0,129.0,El Chato 2,763.0,399.0,21.0,128.0,6653.929967,24.95,7.797475
2017,443.8,131.0,El Chato 2,778.0,396.0,15.0,129.0,8209.857143,26.6852,13.8312
2017,472.8,133.0,El Chato 2,792.0,443.8,14.0,131.0,8209.857143,26.6852,13.8312
2017,491.9,135.0,El Chato 2,813.0,472.8,21.0,133.0,7689.276786,26.6832,3.907535
2017,524.9,137.0,El Chato 2,847.0,491.9,34.0,135.0,6755.6875,25.6598,2.6435
2017,548.6,138.0,El Chato 2,862.0,524.9,15.0,137.0,6755.6875,25.6598,2.6435
2017,577.9,139.0,El Chato 2,889.0,548.6,27.0,138.0,5921.4375,24.08,1.4705
2017,511.0,140.0,El Chato 2,927.0,577.9,38.0,139.0,5048.429583,21.384,3.227195
2017,524.2,140.0,El Chato 2,946.0,511.0,19.0,140.0,5048.429583,21.384,3.227195
2017,497.7,140.0,El Chato 2,966.0,524.2,20.0,140.0,5397.760917,21.0506,1.666
2017,555.5,141.0,El Chato 2,980.0,497.7,14.0,140.0,5397.760917,21.0506,1.666
2017,579.0,141.0,El Chato 2,996.0,555.5,16.0,141.0,5840.598772,21.5574,0.9095
2017,582.0,141.0,El Chato 2,1023.0,579.0,27.0,141.0,6560.829799,21.8854,2.0145
2017,578.0,142.0,El Chato 2,1039.0,582.0,16.0,141.0,6560.829799,21.8854,2.0145
2018,487.0,143.0,El Chato 2,1087.0,569.0,12.0,143.0,5950.932478,25.82638889,1.090909091
2018,527.0,143.0,El Chato 2,1107.0,487.0,20.0,143.0,5950.932478,25.82638889,1.090909091
2018,686.0,151.0,El Chato 2,1211.0,611.0,27.0,151.0,7152.964286,25.12299465,2.545454545
2018,652.0,151.0,El Chato 2,1228.0,686.0,17.0,151.0,7152.964286,25.12299465,2.545454545
2018,722.0,153.0,El Chato 2,1248.0,652.0,20.0,151.0,6999.125,23.25416667,0.75
2018,698.0,154.0,El Chato 2,1263.0,722.0,15.0,153.0,6330.375,23.01209677,1.3
2018,783.0,155.0,El Chato 2,1292.0,698.0,29.0,154.0,5742.324079,21.82795699,5.294117647
2018,836.0,159.0,El Chato 2,1330.0,783.0,38.0,155.0,5269.600446,22.06319444,1.043478261
2018,857.0,161.0,El Chato 2,1360.0,836.0,30.0,159.0,5214.430246,23.10833333,0.214285714
2018,917.0,163.0,El Chato 2,1390.0,857.0,30.0,161.0,4944.286272,23.10294118,2.590909091
2018,958.0,167.0,El Chato 2,1423.0,917.0,33.0,163.0,4897.866071,24.36424731,11.5
2019,1007.0,174.0,El Chato 2,1451.0,958.0,28.0,167.0,8173.943359,25.25201613,21.0
2019,1007.0,174.0,El Chato 2,1451.0,1007.0,28.0,174.0,8173.943359,25.25201613,24.81818182
2019,1177.0,182.0,El Chato 2,1485.0,1007.0,34.0,174.0,7582.127148,26.61755952,12.10714286
2019,1336.0,182.0,El Chato 2,1512.0,1177.0,27.0,182.0,7583.988672,27.74865591,0.45
2019,1405.0,193.0,El Chato 2,1540.0,1336.0,28.0,182.0,7602.703125,26.67152778,9.833333333
2019,1320.0,197.0,El Chato 2,1576.0,1405.0,36.0,193.0,7694.51875,26.37339056,0.947368421
2019,1537.0,198.6554622,El Chato 2,1604.0,1320.0,28.0,197.0,7878.785156,24.75347222,0.321428571
2019,1589.0,200.3109244,El Chato 2,1632.0,1537.0,28.0,198.655,8141.865625,22.34274194,1.5
2019,1543.0,200.3109244,El Chato 2,1673.0,1589.0,41.0,200.311,8195.229688,21.55981183,3.923076923
2019,1684.0,202.7941176,El Chato 2,1695.0,1543.0,22.0,200.311,7229.021875,21.33680556,1.166666667
2019,1645.0,202.7941176,El Chato 2,1723.0,1684.0,28.0,202.794,6810.3,21.72580645,6.964285714
2019,1867.0,210.2436975,El Chato 2,1759.0,1645.0,36.0,202.794,6534.45,22.80138889,0.0
2014,93.2,74.83,El Chato 2,16.0,91.7,15.0,73.51,7334.75,27.75625,11.985
2014,113.6,79.23,El Chato 2,33.0,93.2,17.0,74.83,7334.75,27.75625,11.985
2014,130.7,82.15,El Chato 2,49.0,113.6,16.0,79.23,7033.25,25.77016129,11.645
2014,137.3,85.65,El Chato 2,65.0,130.7,16.0,82.15,7033.25,25.77016129,11.645
2014,147.2,87.13,El Chato 2,92.0,137.3,27.0,85.65,5893.0,24.54166667,2.72
2014,142.8,89.32,El Chato 2,106.0,147.2,14.0,87.13,4230.0,23.60447761,1.87
2014,168.1,91.86,El Chato 2,123.0,142.8,17.0,89.32,4230.0,23.60447761,1.87
2014,166.1,92.4,El Chato 2,148.0,168.1,25.0,91.86,4748.5,23.53830645,0.595
2014,178.6,93.27,El Chato 2,176.0,166.1,28.0,92.4,3992.75,22.48125,1.445
2014,190.4,95.07,El Chato 2,199.0,178.6,23.0,93.27,4347.0,22.99395161,2.04
2014,180.3,95.2,El Chato 2,218.0,190.4,19.0,95.07,4347.0,22.99395161,2.04
2014,178.1,95.3,El Chato 2,232.0,180.3,14.0,95.2,2332.0,24.22406639,2.04
2014,199.6,97.9,El Chato 2,260.0,178.1,28.0,95.3,841.0,24.88508065,3.06
2015,220.0,100.13,El Chato 2,289.0,199.6,29.0,97.9,6399.068638,24.46511628,3.74
2015,222.7,102.15,El Chato 2,302.0,220.0,13.0,100.13,6399.068638,24.46511628,3.74
2015,275.1,111.5,El Chato 2,388.0,251.9,56.0,106.0,8291.982143,26.35,26.775
2015,280.1,112.68,El Chato 2,401.0,275.1,13.0,111.5,8291.982143,26.35,26.775
2015,374.1,114.9,El Chato 2,417.0,280.1,16.0,112.68,8111.767857,25.44,23.885
2015,324.1,116.85,El Chato 2,429.0,374.1,12.0,114.9,8111.767857,25.44,23.885
2015,353.1,119.15,El Chato 2,445.0,324.1,16.0,116.85,7513.200893,25.38,4.165
2015,362.1,120.3,El Chato 2,457.0,353.1,12.0,119.15,7513.200893,25.38,4.165
2015,389.1,120.96,El Chato 2,484.0,362.1,27.0,120.3,6966.941964,24.39,2.125
2015,397.9,121.0,El Chato 2,511.0,389.1,27.0,120.96,6681.571429,22.64,0.85
2015,391.9,124.0,El Chato 2,534.0,397.9,23.0,121.0,5799.017857,22.73,2.465
2015,457.3,126.0,El Chato 2,548.0,391.9,14.0,124.0,5799.017857,22.73,2.465
2015,440.3,127.0,El Chato 2,563.0,457.3,15.0,126.0,5321.997768,23.53,2.295
2015,423.9,127.0,El Chato 2,576.0,440.3,13.0,127.0,5321.997768,23.53,2.295
2015,440.9,128.0,El Chato 2,598.0,423.9,22.0,127.0,5139.256696,24.2,29.75
2015,497.2,130.0,El Chato 2,610.0,440.9,12.0,128.0,5139.256696,24.2,29.75
2016,566.6,144.0,El Chato 2,661.0,497.2,51.0,130.0,6440.684152,25.4762,9.86
2016,606.5,144.0,El Chato 2,688.0,566.6,27.0,144.0,7621.75,27.0524,15.81
2016,720.8,148.0,El Chato 2,736.0,606.5,48.0,144.0,7862.517857,27.8532,0.51
2016,686.8,149.0,El Chato 2,778.0,720.8,42.0,148.0,8555.354911,26.1862,0.255
2016,694.8,149.0,El Chato 2,792.0,686.8,14.0,149.0,8555.354911,26.1862,0.255
2016,703.6,149.0,El Chato 2,826.0,694.8,34.0,149.0,8287.866071,23.8626,0.765
2016,640.6,149.0,El Chato 2,843.0,703.6,17.0,149.0,7992.175223,22.3052,0.68
2016,645.5,150.0,El Chato 2,862.0,640.6,19.0,149.0,7311.632254,22.3052,1.615
2016,769.2,151.0,El Chato 2,918.0,645.5,56.0,150.0,6651.130266,21.9228,0.85
2016,701.7,151.0,El Chato 2,931.0,769.2,13.0,151.0,6492.170619,21.9438,0.425
2016,655.6,151.0,El Chato 2,960.0,701.7,29.0,151.0,6794.94873,21.54,0.731
2016,756.6,151.0,El Chato 2,973.0,655.6,13.0,151.0,6794.94873,21.54,0.731
2016,668.6,152.0,El Chato 2,1001.0,756.6,28.0,151.0,7755.049386,21.9728,1.547
2017,725.3,152.0,El Chato 2,1024.0,668.6,23.0,152.0,5342.927316,25.2,3.742635
2017,789.6,154.0,El Chato 2,1043.0,725.3,19.0,152.0,5342.927316,25.2,3.742635
2017,793.0,156.0,El Chato 2,1064.0,789.6,21.0,154.0,6653.929967,24.95,7.797475
2017,886.6,158.0,El Chato 2,1079.0,793.0,15.0,156.0,8209.857143,26.6852,13.8312
2017,948.3,163.0,El Chato 2,1093.0,886.6,14.0,158.0,8209.857143,26.6852,13.8312
2017,949.2,164.0,El Chato 2,1114.0,948.3,21.0,163.0,7689.276786,26.6832,3.907535
2017,1237.0,169.0,El Chato 2,1190.0,963.4,27.0,169.0,5921.4375,24.08,1.4705
2017,1202.0,171.0,El Chato 2,1228.0,1237.0,38.0,169.0,5048.429583,21.384,3.227195
2017,1172.0,172.0,El Chato 2,1247.0,1202.0,19.0,171.0,5048.429583,21.384,3.227195
2017,1095.0,174.0,El Chato 2,1267.0,1172.0,20.0,172.0,5397.760917,21.0506,1.666
2017,1157.0,174.0,El Chato 2,1281.0,1095.0,14.0,174.0,5397.760917,21.0506,1.666
2017,1114.0,174.0,El Chato 2,1297.0,1157.0,16.0,174.0,5840.598772,21.5574,0.9095
2017,1165.0,174.0,El Chato 2,1324.0,1114.0,27.0,174.0,6560.829799,21.8854,2.0145
2017,1225.0,175.0,El Chato 2,1340.0,1165.0,16.0,174.0,6560.829799,21.8854,2.0145
2018,996.0,178.0,El Chato 2,1388.0,1136.0,12.0,178.0,5950.932478,25.82638889,1.090909091
2018,1020.0,178.0,El Chato 2,1408.0,996.0,20.0,178.0,5950.932478,25.82638889,1.090909091
2018,1331.0,182.9427313,El Chato 2,1512.0,1231.0,27.0,182.154,7152.964286,25.12299465,2.545454545
2018,1176.0,184.5198238,El Chato 2,1529.0,1331.0,17.0,182.943,7152.964286,25.12299465,2.545454545
2018,1337.0,184.5198238,El Chato 2,1544.0,1176.0,15.0,184.52,6999.125,23.25416667,0.75
2018,1315.0,186.0,El Chato 2,1564.0,1337.0,20.0,184.52,6330.375,23.01209677,1.3
2018,1566.0,186.8854626,El Chato 2,1724.0,1512.0,33.0,186.0,4897.866071,24.36424731,11.5
2019,2184.0,216.8502203,El Chato 2,1974.0,1554.0,41.0,212.907,8195.229688,21.55981183,3.923076923
2019,2228.0,216.8502203,El Chato 2,1995.0,2184.0,21.0,216.85,7229.021875,21.33680556,1.166666667
2019,2094.0,216.8502203,El Chato 2,2024.0,2228.0,29.0,216.85,6810.3,21.72580645,6.964285714
2019,2311.0,216.8502203,El Chato 2,2060.0,2094.0,36.0,216.85,6534.45,22.80138889,0.0
2019,2017.0,216.8502203,El Chato 2,2087.0,2311.0,27.0,216.85,5633.598438,24.06384409,5.739130435
2020,2384.0,217.6387665,El Chato 2,2117.0,2017.0,30.0,216.85,6151.146875,25.25873656,9.352941176
2020,2498.0,228.6784141,El Chato 2,2150.0,2384.0,33.0,217.639,8167.35,27.01795977,11.0
2020,2642.0,228.6784141,El Chato 2,2179.0,2498.0,29.0,228.678,8630.2,28.00970874,3.696428571
2020,2742.0,234.9867841,El Chato 2,2306.0,2792.0,22.0,231.833,7576.455609,21.91196237,0.444444444
2020,3092.0,236.5638767,El Chato 2,2338.0,2742.0,32.0,234.987,6600.525797,20.85551075,0.6
2020,2662.0,236.5638767,El Chato 2,2368.0,3092.0,30.0,236.564,6240.468884,20.93819444,1.7
2020,2792.0,236.5638767,El Chato 2,2401.0,2662.0,33.0,236.564,5792.942188,21.7130898,0.9
2020,3142.0,238.1409692,El Chato 2,2426.0,2792.0,25.0,236.564,5329.952734,22.53472222,0.9
2020,2592.0,241.2951542,El Chato 2,2451.0,3142.0,25.0,238.141,5118.832813,23.54704301,2.485714286
2021,2542.0,244.4493392,El Chato 2,2486.0,2592.0,35.0,241.295,7568.907813,25.58198925,6.0
2021,3092.0,244.4493392,El Chato 2,2513.0,2542.0,27.0,244.449,8554.260938,26.29613095,37.9
2021,3892.0,250.7577093,El Chato 2,2538.0,3092.0,25.0,244.449,8698.2,25.76008065,12.4
2021,3742.0,255.4889868,El Chato 2,2569.0,3892.0,31.0,250.758,8458.8875,26.62152778,1.4
2021,3592.0,257.0660793,El Chato 2,2605.0,3742.0,36.0,255.489,8566.2,25.70955882,0.0
2021,3992.0,260.2202643,El Chato 2,2639.0,3592.0,34.0,257.066,7106.50498,23.88404727,0.4
2021,3980.0,260.2202643,El Chato 2,2668.0,3992.0,29.0,260.22,5499.779688,22.67204301,1.024390244
2021,3980.0,263.3744493,El Chato 2,2705.0,3980.0,37.0,260.22,4736.25542,23.3,0.857142857
2021,3830.0,264.9515419,El Chato 2,2723.0,3980.0,18.0,263.374,4705.43667,22.7,1.3
2021,3480.0,266.5286344,El Chato 2,2801.0,3830.0,78.0,264.952,5947.389941,22.8,0.3
2015,113.4,83.01,El Chato 2,79.0,88.2,56.0,73.5,8291.982143,26.35,26.775
2015,130.4,85.62,El Chato 2,92.0,113.4,13.0,83.01,8291.982143,26.35,26.775
2015,144.4,89.65,El Chato 2,108.0,130.4,16.0,85.62,8111.767857,25.44,23.885
2015,147.4,90.32,El Chato 2,120.0,144.4,12.0,89.65,8111.767857,25.44,23.885
2015,152.4,91.61,El Chato 2,136.0,147.4,16.0,90.32,7513.200893,25.38,4.165
2015,155.4,92.54,El Chato 2,148.0,152.4,12.0,91.61,7513.200893,25.38,4.165
2015,167.4,93.2,El Chato 2,175.0,155.4,27.0,92.54,6966.941964,24.39,2.125
2015,171.7,93.8,El Chato 2,203.0,167.4,28.0,93.2,6681.571429,22.64,0.85
2015,180.8,94.0,El Chato 2,225.0,171.7,22.0,93.8,5799.017857,22.73,2.465
2015,181.2,94.0,El Chato 2,239.0,180.8,14.0,94.0,5799.017857,22.73,2.465
2015,182.3,94.0,El Chato 2,254.0,181.2,15.0,94.0,5321.997768,23.53,2.295
2015,177.5,94.0,El Chato 2,267.0,182.3,13.0,94.0,5321.997768,23.53,2.295
2014,99.6,78.6,El Chato 2,16.0,101.3,15.0,76.32,7334.75,27.75625,11.985
2014,131.8,85.31,El Chato 2,49.0,99.6,33.0,78.6,7033.25,25.77016129,11.645
2014,129.3,86.34,El Chato 2,65.0,131.8,16.0,85.31,7033.25,25.77016129,11.645
2014,133.6,87.62,El Chato 2,92.0,129.3,27.0,86.34,5893.0,24.54166667,2.72
2014,136.9,88.56,El Chato 2,106.0,133.6,14.0,87.62,4230.0,23.60447761,1.87
2014,152.2,91.35,El Chato 2,126.0,136.9,20.0,88.56,4230.0,23.60447761,1.87
2014,159.4,92.3,El Chato 2,148.0,152.2,22.0,91.35,4748.5,23.53830645,0.595
2014,176.4,93.15,El Chato 2,176.0,159.4,28.0,92.3,3992.75,22.48125,1.445
2014,173.6,93.69,El Chato 2,199.0,176.4,23.0,93.15,4347.0,22.99395161,2.04
2014,172.8,94.0,El Chato 2,218.0,173.6,19.0,93.69,4347.0,22.99395161,2.04
2014,140.1,94.1,El Chato 2,232.0,172.8,14.0,94.0,2332.0,24.22406639,2.04
2014,170.3,94.56,El Chato 2,260.0,140.1,28.0,94.1,841.0,24.88508065,3.06
2015,178.8,95.11,El Chato 2,288.0,170.3,28.0,94.56,6399.068638,24.46511628,3.74
2015,180.2,96.57,El Chato 2,302.0,178.8,14.0,95.11,6399.068638,24.46511628,3.74
2014,118.1,83.79,El Chato 2,33.0,97.8,17.0,75.1,7334.75,27.75625,11.985
2014,132.5,86.0,El Chato 2,49.0,118.1,16.0,83.79,7033.25,25.77016129,11.645
2014,139.2,89.17,El Chato 2,65.0,132.5,16.0,86.0,7033.25,25.77016129,11.645
2014,154.0,92.0,El Chato 2,92.0,139.2,27.0,89.17,5893.0,24.54166667,2.72
2014,161.0,92.9,El Chato 2,106.0,154.0,14.0,92.0,4230.0,23.60447761,1.87
